compatible_string,hardware_model,driver_file,first_version,subsystem
"moxa,moxart-gpio",moxart-gpio,drivers/gpio/gpio-ftgpio010.c,n/a,gpio
"mstar,msc313-gpio",msc313_data,drivers/gpio/gpio-msc313.c,n/a,gpio
"ni,169445-nand-gpio",169445-nand-gpio,drivers/gpio/gpio-mmio.c,n/a,gpio
"nintendo,hollywood-gpio",hollywood-gpio,drivers/gpio/gpio-hlwd.c,n/a,gpio
"nuvoton,npcm750-sgpio",npcm750_sgpio_pdata,drivers/gpio/gpio-npcm-sgpio.c,n/a,gpio
"nuvoton,npcm845-sgpio",npcm845_sgpio_pdata,drivers/gpio/gpio-npcm-sgpio.c,n/a,gpio
"nvidia,tegra186-gpio",tegra186_main_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra186-gpio-aon",tegra186_aon_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra186-pmc",tegra186-pmc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra194-gpio",tegra194_main_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra194-gpio-aon",tegra194_aon_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra194-pmc",tegra194-pmc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra20-gpio",tegra20_gpio_config,drivers/gpio/gpio-tegra.c,n/a,gpio
"nvidia,tegra210-gpio",tegra210_gpio_config,drivers/gpio/gpio-tegra.c,n/a,gpio
"nvidia,tegra210-pmc",tegra210-pmc,drivers/gpio/gpio-tegra.c,n/a,gpio
"nvidia,tegra234-gpio",tegra234_main_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra234-gpio-aon",tegra234_aon_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra234-pmc",tegra234-pmc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra256-gpio",tegra256_main_soc,drivers/gpio/gpio-tegra186.c,n/a,gpio
"nvidia,tegra30-gpio",tegra30_gpio_config,drivers/gpio/gpio-tegra.c,n/a,gpio
"nxp,74lvc594",74lvc594,drivers/gpio/gpio-74x164.c,n/a,gpio
"nxp,lpc1850-gpio",lpc1850-gpio,drivers/gpio/gpio-lpc18xx.c,n/a,gpio
"nxp,lpc3220-gpio",lpc3220-gpio,drivers/gpio/gpio-lpc32xx.c,n/a,gpio
"nxp,pca6408",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca6416",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca8574",pca8574,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca8575",pca8575,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9505",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9506",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9534",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9535",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9536",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9537",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9538",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9539",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9554",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9555",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9556",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9557",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9570",pca9570_gpio,drivers/gpio/gpio-pca9570.c,n/a,gpio
"nxp,pca9571",pca9571_gpio,drivers/gpio/gpio-pca9570.c,n/a,gpio
"nxp,pca9574",OF_957X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9575",OF_957X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pca9670",pca9670,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9671",pca9671,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9672",pca9672,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9673",pca9673,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9674",pca9674,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9675",pca9675,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pca9698",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal6408",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal6416",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal6524",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal6534",OF_653X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal9535",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal9554b",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcal9555a",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"nxp,pcf8574",pcf8574,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pcf8574a",pcf8574a,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"nxp,pcf8575",pcf8575,drivers/gpio/gpio-pcf857x.c,n/a,gpio
"onnn,cat9554",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"onnn,pca9654",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"onnn,pca9655",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
pisosr-gpio,pisosr-gpio,drivers/gpio/gpio-pisosr.c,n/a,gpio
"qca,ar7100-gpio",ar7100-gpio,drivers/gpio/gpio-ath79.c,n/a,gpio
"qca,ar9340-gpio",ar9340-gpio,drivers/gpio/gpio-ath79.c,n/a,gpio
"qcom,wcd9340-gpio",wcd9340-gpio,drivers/gpio/gpio-wcd934x.c,n/a,gpio
"qcom,wcd9341-gpio",wcd9341-gpio,drivers/gpio/gpio-wcd934x.c,n/a,gpio
"raspberrypi,firmware-gpio",firmware-gpio,drivers/gpio/gpio-raspberrypi-exp.c,n/a,gpio
"rda,8810pl-gpio",8810pl-gpio,drivers/gpio/gpio-rda.c,n/a,gpio
"realtek,otto-gpio",GPIO_INTERRUPTS_DISABLED,drivers/gpio/gpio-realtek-otto.c,n/a,gpio
"realtek,rtd1295-iso-gpio",rtd1295_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1295-misc-gpio",rtd1295_misc_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1315e-iso-gpio",rtd_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1319-iso-gpio",rtd_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1319d-iso-gpio",rtd_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1395-iso-gpio",rtd1395_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1619-iso-gpio",rtd1619_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtd1619b-iso-gpio",rtd_iso_gpio_info,drivers/gpio/gpio-rtd.c,n/a,gpio
"realtek,rtl8380-gpio",rtl8380-gpio,drivers/gpio/gpio-realtek-otto.c,n/a,gpio
"realtek,rtl8390-gpio",rtl8390-gpio,drivers/gpio/gpio-realtek-otto.c,n/a,gpio
"realtek,rtl9300-gpio",rtl9300-gpio,drivers/gpio/gpio-realtek-otto.c,n/a,gpio
"realtek,rtl9310-gpio",rtl9310-gpio,drivers/gpio/gpio-realtek-otto.c,n/a,gpio
"renesas,em-gio",em-gio,drivers/gpio/gpio-em.c,n/a,gpio
"renesas,gpio-r8a779a0",gpio_rcar_info_gen4,drivers/gpio/gpio-rcar.c,n/a,gpio
"renesas,gpio-rcar",gpio_rcar_info_gen1,drivers/gpio/gpio-rcar.c,n/a,gpio
"renesas,rcar-gen1-gpio",gpio_rcar_info_gen1,drivers/gpio/gpio-rcar.c,n/a,gpio
"renesas,rcar-gen2-gpio",gpio_rcar_info_gen2,drivers/gpio/gpio-rcar.c,n/a,gpio
"renesas,rcar-gen3-gpio",gpio_rcar_info_gen3,drivers/gpio/gpio-rcar.c,n/a,gpio
"renesas,rcar-gen4-gpio",gpio_rcar_info_gen4,drivers/gpio/gpio-rcar.c,n/a,gpio
"rockchip,gpio-bank",gpio-bank,drivers/gpio/gpio-rockchip.c,n/a,gpio
"rockchip,rk3188-gpio-bank0",rk3188-gpio-bank0,drivers/gpio/gpio-rockchip.c,n/a,gpio
"rockchip,rk3328-grf-gpio",rockchip_rk3328_gpio_mute,drivers/gpio/gpio-syscon.c,n/a,gpio
"sifive,fu540-c000-gpio",fu540-c000-gpio,drivers/gpio/gpio-sifive.c,n/a,gpio
"sifive,gpio0",gpio0,drivers/gpio/gpio-sifive.c,n/a,gpio
"snps,creg-gpio-axs10x",axs10x_flsh_cs_ctl,drivers/gpio/gpio-creg-snps.c,n/a,gpio
"snps,creg-gpio-hsdk",hsdk_cs_ctl,drivers/gpio/gpio-creg-snps.c,n/a,gpio
"snps,dw-apb-gpio",GPIO_REG_OFFSET_V1,drivers/gpio/gpio-dwapb.c,n/a,gpio
"socionext,uniphier-gpio",uniphier-gpio,drivers/gpio/gpio-uniphier.c,n/a,gpio
"spacemit,k1-gpio",k1-gpio,drivers/gpio/gpio-spacemit-k1.c,n/a,gpio
"sprd,sc2731-eic",sc2731-eic,drivers/gpio/gpio-pmic-eic-sprd.c,n/a,gpio
"sprd,sc9860-eic-async",sc9860_eic_async_data,drivers/gpio/gpio-eic-sprd.c,n/a,gpio
"sprd,sc9860-eic-debounce",sc9860_eic_dbnc_data,drivers/gpio/gpio-eic-sprd.c,n/a,gpio
"sprd,sc9860-eic-latch",sc9860_eic_latch_data,drivers/gpio/gpio-eic-sprd.c,n/a,gpio
"sprd,sc9860-eic-sync",sc9860_eic_sync_data,drivers/gpio/gpio-eic-sprd.c,n/a,gpio
"sprd,sc9860-gpio",sc9860-gpio,drivers/gpio/gpio-sprd.c,n/a,gpio
"sstar,ssd20xd-gpio",ssd20xd_data,drivers/gpio/gpio-msc313.c,n/a,gpio
"st,nomadik-gpio",nomadik-gpio,drivers/gpio/gpio-nomadik.c,n/a,gpio
"st,spear-spics-gpio",spear-spics-gpio,drivers/gpio/gpio-spear-spics.c,n/a,gpio
"st,stmpe-gpio",stmpe-gpio,drivers/gpio/gpio-stmpe.c,n/a,gpio
"technologic,ts4800-gpio",ts4800-gpio,drivers/gpio/gpio-ts4800.c,n/a,gpio
"technologic,ts4900-gpio",TS4900_GPIO_IN,drivers/gpio/gpio-ts4900.c,n/a,gpio
"technologic,ts7970-gpio",TS7970_GPIO_IN,drivers/gpio/gpio-ts4900.c,n/a,gpio
"ti,74125",74125,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,741624",741624,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,7416374",7416374,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,74174",74174,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,74175",74175,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,741g125",741g125,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,741g74",741g74,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,74244",74244,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,74273",74273,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,742g125",742g125,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,74365",74365,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,7474",7474,drivers/gpio/gpio-74xx-mmio.c,n/a,gpio
"ti,am654-gpio",am654-gpio,drivers/gpio/gpio-davinci.c,n/a,gpio
"ti,dm6441-gpio",dm6441-gpio,drivers/gpio/gpio-davinci.c,n/a,gpio
"ti,keystone-dsp-gpio",keystone_dsp_gpio,drivers/gpio/gpio-syscon.c,n/a,gpio
"ti,keystone-gpio",keystone-gpio,drivers/gpio/gpio-davinci.c,n/a,gpio
"ti,lp3943-gpio",lp3943-gpio,drivers/gpio/gpio-lp3943.c,n/a,gpio
"ti,omap2-gpio",omap2_pdata,drivers/gpio/gpio-omap.c,n/a,gpio
"ti,omap3-gpio",omap3_pdata,drivers/gpio/gpio-omap.c,n/a,gpio
"ti,omap4-gpio",omap4_pdata,drivers/gpio/gpio-omap.c,n/a,gpio
"ti,palmas-gpio",palmas_dev_data,drivers/gpio/gpio-palmas.c,n/a,gpio
"ti,pca6107",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,pca9536",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca6408",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca6416",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca6418",tca6418,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca6424",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca9535",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca9538",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tca9539",OF_953X,drivers/gpio/gpio-pca953x.c,n/a,gpio
"ti,tpic2810",tpic2810,drivers/gpio/gpio-tpic2810.c,n/a,gpio
"ti,tps65218-gpio",tps65218-gpio,drivers/gpio/gpio-tps65218.c,n/a,gpio
"ti,tps65913-gpio",palmas_dev_data,drivers/gpio/gpio-palmas.c,n/a,gpio
"ti,tps65914-gpio",palmas_dev_data,drivers/gpio/gpio-palmas.c,n/a,gpio
"ti,tps80036-gpio",tps80036_dev_data,drivers/gpio/gpio-palmas.c,n/a,gpio
"ti,twl4030-gpio",twl4030-gpio,drivers/gpio/gpio-twl4030.c,n/a,gpio
"toshiba,gpio-tmpv7708",gpio-tmpv7708,drivers/gpio/gpio-visconti.c,n/a,gpio
"wd,mbl-gpio",mbl-gpio,drivers/gpio/gpio-mmio.c,n/a,gpio
"xlnx,pmc-gpio-1.0",pmc_gpio_def,drivers/gpio/gpio-zynq.c,n/a,gpio
"xlnx,versal-gpio-1.0",versal_gpio_def,drivers/gpio/gpio-zynq.c,n/a,gpio
"xlnx,xps-gpio-1.00.a",xps-gpio-1.00.a,drivers/gpio/gpio-xilinx.c,n/a,gpio
"xlnx,zynq-gpio-1.0",zynq_gpio_def,drivers/gpio/gpio-zynq.c,n/a,gpio
"xlnx,zynqmp-gpio-1.0",zynqmp_gpio_def,drivers/gpio/gpio-zynq.c,n/a,gpio
"xlnx,zynqmp-gpio-modepin",zynqmp-gpio-modepin,drivers/gpio/gpio-zynqmp-modepin.c,n/a,gpio
"xylon,logicvc-3.02.a-gpio",logicvc-3.02.a-gpio,drivers/gpio/gpio-logicvc.c,n/a,gpio
"abt,y030xx067a",y030xx067a_info,drivers/gpu/drm/panel/panel-abt-y030xx067a.c,n/a,gpu
"adafruit,yx240qv29",yx240qv29,drivers/gpu/drm/tiny/ili9341.c,n/a,gpu
"adafruit,yx350hv15",yx350hv15,drivers/gpu/drm/tiny/hx8357d.c,n/a,gpu
"adi,adv7123",adv7123,drivers/gpu/drm/bridge/simple-bridge.c,n/a,gpu
"adi,adv7511",adv7511_chip_info,drivers/gpu/drm/bridge/adv7511/adv7511_drv.c,n/a,gpu
"adi,adv7511w",adv7511_chip_info,drivers/gpu/drm/bridge/adv7511/adv7511_drv.c,n/a,gpu
"adi,adv7513",adv7511_chip_info,drivers/gpu/drm/bridge/adv7511/adv7511_drv.c,n/a,gpu
"adi,adv7533",adv7533_chip_info,drivers/gpu/drm/bridge/adv7511/adv7511_drv.c,n/a,gpu
"adi,adv7535",adv7535_chip_info,drivers/gpu/drm/bridge/adv7511/adv7511_drv.c,n/a,gpu
"allwinner,sun20i-d1-de2-mixer-0",sun20i_d1_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun20i-d1-de2-mixer-1",sun20i_d1_mixer1_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun20i-d1-display-engine",sun20i-d1-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun4i-a10-display-backend",sun4i_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun4i-a10-display-engine",sun4i-a10-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun4i-a10-hdmi",sun4i_variant,drivers/gpu/drm/sun4i/sun4i_hdmi_enc.c,n/a,gpu
"allwinner,sun4i-a10-tv-encoder",sun4i-a10-tv-encoder,drivers/gpu/drm/sun4i/sun4i_tv.c,n/a,gpu
"allwinner,sun50i-a100-mipi-dsi",sun50i_a100_mipi_dsi_variant,drivers/gpu/drm/sun4i/sun6i_mipi_dsi.c,n/a,gpu
"allwinner,sun50i-a64-de2-mixer-0",sun50i_a64_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun50i-a64-de2-mixer-1",sun50i_a64_mixer1_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun50i-a64-display-engine",sun50i-a64-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun50i-a64-hdmi-phy",sun50i_a64_hdmi_phy,drivers/gpu/drm/sun4i/sun8i_hdmi_phy.c,n/a,gpu
"allwinner,sun50i-a64-mipi-dsi",sun50i_a64_mipi_dsi_variant,drivers/gpu/drm/sun4i/sun6i_mipi_dsi.c,n/a,gpu
"allwinner,sun50i-h6-de3-mixer-0",sun50i_h6_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun50i-h6-display-engine",sun50i-h6-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun50i-h6-dw-hdmi",sun50i_h6_quirks,drivers/gpu/drm/sun4i/sun8i_dw_hdmi.c,n/a,gpu
"allwinner,sun50i-h6-hdmi-phy",sun50i_h6_hdmi_phy,drivers/gpu/drm/sun4i/sun8i_hdmi_phy.c,n/a,gpu
"allwinner,sun50i-h616-de33-mixer-0",sun50i_h616_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun50i-h616-mali",allwinner_h616_data,drivers/gpu/drm/panfrost/panfrost_drv.c,n/a,gpu
"allwinner,sun5i-a10s-display-engine",sun5i-a10s-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun5i-a10s-hdmi",sun5i_variant,drivers/gpu/drm/sun4i/sun4i_hdmi_enc.c,n/a,gpu
"allwinner,sun5i-a13-display-backend",sun5i_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun5i-a13-display-engine",sun5i-a13-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun6i-a31-display-backend",sun6i_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun6i-a31-display-engine",sun6i-a31-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun6i-a31-drc",sun6i-a31-drc,drivers/gpu/drm/sun4i/sun6i_drc.c,n/a,gpu
"allwinner,sun6i-a31-hdmi",sun6i_variant,drivers/gpu/drm/sun4i/sun4i_hdmi_enc.c,n/a,gpu
"allwinner,sun6i-a31-mipi-dsi",sun6i_a31_mipi_dsi_variant,drivers/gpu/drm/sun4i/sun6i_mipi_dsi.c,n/a,gpu
"allwinner,sun6i-a31s-display-engine",sun6i-a31s-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun6i-a31s-drc",sun6i-a31s-drc,drivers/gpu/drm/sun4i/sun6i_drc.c,n/a,gpu
"allwinner,sun7i-a20-display-backend",sun7i_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun7i-a20-display-engine",sun7i-a20-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun8i-a23-display-backend",sun8i_a33_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun8i-a23-display-engine",sun8i-a23-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun8i-a23-drc",sun8i-a23-drc,drivers/gpu/drm/sun4i/sun6i_drc.c,n/a,gpu
"allwinner,sun8i-a33-display-backend",sun8i_a33_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun8i-a33-display-engine",sun8i-a33-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun8i-a33-drc",sun8i-a33-drc,drivers/gpu/drm/sun4i/sun6i_drc.c,n/a,gpu
"allwinner,sun8i-a83t-de2-mixer-0",sun8i_a83t_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun8i-a83t-de2-mixer-1",sun8i_a83t_mixer1_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun8i-a83t-display-engine",sun8i-a83t-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun8i-a83t-dw-hdmi",sun8i_a83t_quirks,drivers/gpu/drm/sun4i/sun8i_dw_hdmi.c,n/a,gpu
"allwinner,sun8i-a83t-hdmi-phy",sun8i_a83t_hdmi_phy,drivers/gpu/drm/sun4i/sun8i_hdmi_phy.c,n/a,gpu
"allwinner,sun8i-h3-de2-mixer-0",sun8i_h3_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun8i-h3-display-engine",sun8i-h3-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun8i-h3-hdmi-phy",sun8i_h3_hdmi_phy,drivers/gpu/drm/sun4i/sun8i_hdmi_phy.c,n/a,gpu
"allwinner,sun8i-r40-de2-mixer-0",sun8i_r40_mixer0_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun8i-r40-de2-mixer-1",sun8i_r40_mixer1_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun8i-r40-display-engine",sun8i-r40-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun8i-r40-hdmi-phy",sun8i_r40_hdmi_phy,drivers/gpu/drm/sun4i/sun8i_hdmi_phy.c,n/a,gpu
"allwinner,sun8i-v3s-de2-mixer",sun8i_v3s_mixer_cfg,drivers/gpu/drm/sun4i/sun8i_mixer.c,n/a,gpu
"allwinner,sun8i-v3s-display-engine",sun8i-v3s-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun9i-a80-display-backend",sun9i_backend_quirks,drivers/gpu/drm/sun4i/sun4i_backend.c,n/a,gpu
"allwinner,sun9i-a80-display-engine",sun9i-a80-display-engine,drivers/gpu/drm/sun4i/sun4i_drv.c,n/a,gpu
"allwinner,sun9i-a80-drc",sun9i-a80-drc,drivers/gpu/drm/sun4i/sun6i_drc.c,n/a,gpu
"amd,imageon",imageon,drivers/gpu/drm/msm/msm_drv.c,n/a,gpu
"amlogic,meson-g12a-dw-hdmi",meson_dw_hdmi_g12a_data,drivers/gpu/drm/meson/meson_dw_hdmi.c,n/a,gpu
"amlogic,meson-g12a-dw-mipi-dsi",meson-g12a-dw-mipi-dsi,drivers/gpu/drm/meson/meson_dw_mipi_dsi.c,n/a,gpu
"amlogic,meson-g12a-mali",amlogic_data,drivers/gpu/drm/panfrost/panfrost_drv.c,n/a,gpu
"amlogic,meson-g12a-vpu",meson_drm_g12a_data,drivers/gpu/drm/meson/meson_drv.c,n/a,gpu
"amlogic,meson-gxbb-dw-hdmi",meson_dw_hdmi_gxbb_data,drivers/gpu/drm/meson/meson_dw_hdmi.c,n/a,gpu
"amlogic,meson-gxbb-vpu",meson_drm_gxbb_data,drivers/gpu/drm/meson/meson_drv.c,n/a,gpu
"amlogic,meson-gxl-dw-hdmi",meson_dw_hdmi_gxl_data,drivers/gpu/drm/meson/meson_dw_hdmi.c,n/a,gpu
"amlogic,meson-gxl-vpu",meson_drm_gxl_data,drivers/gpu/drm/meson/meson_drv.c,n/a,gpu
"amlogic,meson-gxm-dw-hdmi",meson_dw_hdmi_gxl_data,drivers/gpu/drm/meson/meson_dw_hdmi.c,n/a,gpu
"amlogic,meson-gxm-mali",amlogic_data,drivers/gpu/drm/panfrost/panfrost_drv.c,n/a,gpu
"amlogic,meson-gxm-vpu",meson_drm_gxm_data,drivers/gpu/drm/meson/meson_drv.c,n/a,gpu
"ampire,am-1280800n3tzqw-t00h",ampire_am_1280800n3tzqw_t00h,drivers/gpu/drm/panel/panel-simple.c,n/a,gpu
"ampire,am-480272h3tmqw-t01h",ampire_am_480272h3tmqw_t01h,drivers/gpu/drm/panel/panel-simple.c,n/a,gpu
"ampire,am-800480l1tmqw-t00h",ampire_am_800480l1tmqw_t00h,drivers/gpu/drm/panel/panel-simple.c,n/a,gpu
"ampire,am8001280g",am8001280g_desc,drivers/gpu/drm/panel/panel-ilitek-ili9881c.c,n/a,gpu
"ampire,am800480r3tmqwa1h",ampire_am800480r3tmqwa1h,drivers/gpu/drm/panel/panel-simple.c,n/a,gpu
"ampire,am800600p5tmqw-tb8h",ampire_am800600p5tmqwtb8h,drivers/gpu/drm/panel/panel-simple.c,n/a,gpu
"analogix,anx6345",anx6345,drivers/gpu/drm/bridge/analogix/analogix-anx6345.c,n/a,gpu
"analogix,anx7625",anx7625,drivers/gpu/drm/bridge/analogix/anx7625.c,n/a,gpu
"analogix,anx7808",anx7808_i2c_addresses,drivers/gpu/drm/bridge/analogix/analogix-anx78xx.c,n/a,gpu
"analogix,anx7812",anx781x_i2c_addresses,drivers/gpu/drm/bridge/analogix/analogix-anx78xx.c,n/a,gpu
"analogix,anx7814",anx781x_i2c_addresses,drivers/gpu/drm/bridge/analogix/analogix-anx78xx.c,n/a,gpu
"analogix,anx7816",anx781x_i2c_addresses,drivers/gpu/drm/bridge/analogix/analogix-anx78xx.c,n/a,gpu
"analogix,anx7818",anx781x_i2c_addresses,drivers/gpu/drm/bridge/analogix/analogix-anx78xx.c,n/a,gpu
"anbernic,rg-arc-panel",rg_arc_desc,drivers/gpu/drm/panel/panel-sitronix-st7701.c,n/a,gpu
"anbernic,rg28xx-panel",rg28xx_desc,drivers/gpu/drm/panel/panel-sitronix-st7701.c,n/a,gpu
"anbernic,rg351v-panel",nv3051d_rg351v_info,drivers/gpu/drm/panel/panel-newvision-nv3051d.c,n/a,gpu
"anbernic,rg353p-panel",nv3051d_rg353p_info,drivers/gpu/drm/panel/panel-newvision-nv3051d.c,n/a,gpu
"anbernic,rg353v-panel-v2",rg353v2_desc,drivers/gpu/drm/panel/panel-sitronix-st7703.c,n/a,gpu
